"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"307","AU","AT","Austria","1996","8060851","0.148","82445","97.8","1.4197","76.98","6.25"
"308","AU","AT","Austria","1997","8069875","0.076","82445","97.9","1.3682","77.4","5.84"
"309","AU","AT","Austria","1998","8078621","0.14","82445","98","1.3472","77.73","5.93"
"310","AU","AT","Austria","1999","8094155","0.244","82445","98.2","1.3196","77.93","5.39"
"311","AU","AT","Austria","2000","8113392","0.231","82445","98.4","1.3486","78.21","6.22"
"312","AU","AT","Austria","2001","8141540","0.461","82445","98.8","1.3226","78.72","5.66"
"313","AU","AT","Austria","2002","8178095","0.435","82445","99.2","1.3928","78.88","4.92"
"314","AU","AT","Austria","2003","8215680","0.482","82445","99.7","1.3826","78.9","5.53"
"315","AU","AT","Austria","2004","8263235","0.672","82445","100.2","1.4275","79.44","5.13"
"316","AU","AT","Austria","2005","8314652","0.569","82445","100.9","1.4169","79.64","5"
"317","AU","AT","Austria","2006","8352180","0.332","82445","101.3","1.4184","80.1","4.47"
"318","AU","AT","Austria","2007","8379589","0.323","82445","101.6","1.3743","80.33","4.31"
"319","AU","AT","Austria","2008","8406796","0.325","82445","102","1.4092","80.55","4.49"
"320","AU","AT","Austria","2009","8428464","0.19","82445","102.2","1.3908","80.44","4.58"
"321","AU","AT","Austria","2010","8447901","0.271","82445","102.5","1.4408","80.72","4.72"
"322","AU","AT","Austria","2011","8475092","0.372","82445","102.8","1.4281","80.95","4.25"
"323","AU","AT","Austria","2012","8512930","0.519","82445","103.3","1.4376","81.05","4.23"
"324","AU","AT","Austria","2013","8562327","0.638","82445","103.9","1.4445","81.17","4.19"
"325","AU","AT","Austria","2014","8615171","0.593","82445","104.5","1.4514","81.27","4.15"
"326","AJ","AZ","Azerbaijan","1990","7497290","1.26","82629","90.7","3.1058","65.76","87.37"
"327","AJ","AZ","Azerbaijan","1991","7601153","1.49","82629","92","3.2205","65.1","92.3"
"328","AJ","AZ","Azerbaijan","1992","7718036","1.561","82629","93.4","3.0665","63.22","91.73"
"329","AJ","AZ","Azerbaijan","1993","7839115","1.552","82629","94.9","2.9571","62.65","98.97"
"330","AJ","AZ","Azerbaijan","1994","7952142","1.313","82629","96.2","2.7135","62.36","92.38"
"331","AJ","AZ","Azerbaijan","1995","8050585","1.149","82629","97.4","2.441","64.19","85.07"
"332","AJ","AZ","Azerbaijan","1996","8138330","1.02","82629","98.5","2.2082","65.55","74.59"
"333","AJ","AZ","Azerbaijan","1997","8223513","1.062","82629","99.5","2.2552","66","75.72"
"334","AJ","AZ","Azerbaijan","1998","8308674","0.999","82629","100.6","2.116","67.11","62.89"
"335","AJ","AZ","Azerbaijan","1999","8388447","0.913","82629","101.5","2.0027","67.56","59.4"
"336","AJ","AZ","Azerbaijan","2000","8463076","0.859","82629","102.4","1.9597","67.75","57.95"
"337","AJ","AZ","Azerbaijan","2001","8532310","0.771","82629","103.3","1.8137","68.27","58.58"
"338","AJ","AZ","Azerbaijan","2002","8597653","0.755","82629","104.1","1.777","68.22","58.34"
"339","AJ","AZ","Azerbaijan","2003","8662912","0.757","82629","104.8","1.7725","68.14","54.12"
"340","AJ","AZ","Azerbaijan","2004","8737809","0.963","82629","105.7","1.9942","68.2","55.95"
"341","AJ","AZ","Azerbaijan","2005","8825439","1.032","82629","106.8","2.0805","69.08","38.17"
"342","AJ","AZ","Azerbaijan","2006","8919169","1.081","82629","107.9","2.1087","69.07","41.81"
"343","AJ","AZ","Azerbaijan","2007","9015038","1.058","82629","109.1","2.0743","69.22","38.47"
"344","AJ","AZ","Azerbaijan","2008","9111089","1.062","82629","110.3","2.0069","70.07","35.41"
"345","AJ","AZ","Azerbaijan","2009","9206777","1.028","82629","111.4","1.941","70.41","35.7"
"346","AJ","AZ","Azerbaijan","2010","9301693","1.023","82629","112.6","1.9351","70.71","34.86"
"347","AJ","AZ","Azerbaijan","2011","9397346","1.023","82629","113.7","1.9293","71.01","34.04"
"348","AJ","AZ","Azerbaijan","2012","9493724","1.018","82629","114.9","1.9234","71.31","33.24"
"349","AJ","AZ","Azerbaijan","2013","9590337","1.007","82629","116.1","1.9175","71.6","32.46"
"350","AJ","AZ","Azerbaijan","2014","9686433","0.987","82629","117.2","1.9116","71.89","31.69"
"351","BF","BS","Bahamas, The","1990","245237","1.683","10010","24.5","2.5011","64.97","33.82"
"352","BF","BS","Bahamas, The","1991","249475","1.743","10010","24.9","2.525","65.94","31.7"
"353","BF","BS","Bahamas, The","1992","253822","1.712","10010","25.4","2.4948","66.04","31.5"
"354","BF","BS","Bahamas, The","1993","258091","1.625","10010","25.8","2.4099","66.31","30.91"
"355","BF","BS","Bahamas, The","1994","262197","1.533","10010","26.2","2.3404","66.24","31.05"
"356","BF","BS","Bahamas, The","1995","266194","1.493","10010","26.6","2.2994","66.5","30.55"
"357","BF","BS","Bahamas, The","1996","270313","1.577","10010","27","2.31","68.84","26.01"
"358","BF","BS","Bahamas, The","1997","274518","1.51","10010","27.4","2.3111","68.01","27.54"
"359","BF","BS","Bahamas, The","1998","278564","1.417","10010","27.8","2.2292","68.3","26.99"
"360","BF","BS","Bahamas, The","1999","282549","1.424","10010","28.2","2.1259","71.5","21.59"
"361","BF","BS","Bahamas, The","2000","286562","1.397","10010","28.6","2.0575","73.61","18.85"
"362","BF","BS","Bahamas, The","2001","290418","1.277","10010","29","2.0434","71.72","21.26"
"363","BF","BS","Bahamas, The","2002","294063","1.218","10010","29.4","2.0151","71.77","21.19"
"364","BF","BS","Bahamas, The","2003","297526","1.124","10010","29.7","1.993","70.83","22.69"
"365","BF","BS","Bahamas, The","2004","300866","1.108","10010","30.1","2.04","70.36","23.43"
"366","BF","BS","Bahamas, The","2005","304045","0.994","10010","30.4","2.0373","68.6","26.47"
"367","BF","BS","Bahamas, The","2006","307069","0.985","10010","30.7","2.0338","69.11","25.59"
"368","BF","BS","Bahamas, The","2007","310094","0.975","10010","31","2.0302","69.62","24.74"
"369","BF","BS","Bahamas, The","2008","313115","0.964","10010","31.3","2.0267","70.12","23.91"
"370","BF","BS","Bahamas, The","2009","316135","0.956","10010","31.6","2.0231","70.61","23.12"
"371","BF","BS","Bahamas, The","2010","319159","0.948","10010","31.9","2.0196","71.1","22.34"
"372","BF","BS","Bahamas, The","2011","322192","0.943","10010","32.2","2.016","71.58","21.6"
"373","BF","BS","Bahamas, The","2012","325236","0.937","10010","32.5","2.0125","72.05","20.88"
"374","BF","BS","Bahamas, The","2013","328289","0.931","10010","32.8","2.0089","72.52","20.18"
"375","BF","BS","Bahamas, The","2014","331346","0.923","10010","33.1","2.0054","72.98","19.51"
"376","BA","BH","Bahrain","1990","505672","3.346","760","665.4","3.4955","71.3","30.32"
"377","BA","BH","Bahrain","1991","522518","3.21","760","687.5","3.3454","71.69","28.99"
"378","BA","BH","Bahrain","1992","538020","2.645","760","707.9","3.3748","72.05","27.75"
"379","BA","BH","Bahrain","1993","552642","2.717","760","727.2","3.4387","72.43","26.13"
"380","BA","BH","Bahrain","1994","567501","2.591","760","746.7","3.2468","72.79","24.76"
"381","BA","BH","Bahrain","1995","582068","2.479","760","765.9","3.0861","73.16","23.69"
"382","BA","BH","Bahrain","1996","596466","2.409","760","784.8","2.9863","73.49","22.6"
"383","BA","BH","Bahrain","1997","610845","2.356","760","803.7","2.9193","73.82","21.6"
"384","BA","BH","Bahrain","1998","625214","2.295","760","822.6","2.8532","73.74","21.78"
"385","BA","BH","Bahrain","1999","639964","2.368","760","842.1","2.9457","74.71","20"
"386","BA","BH","Bahrain","2000","654862","2.236","760","861.7","2.7842","75.01","19.39"
"387","BA","BH","Bahrain","2001","672088","2.948","760","884.3","2.6248","75.38","18.93"
"388","BA","BH","Bahrain","2002","714832","9.188","760","940.6","2.4765","75.44","18.78"
"389","BA","BH","Bahrain","2003","781007","8.537","760","1027.6","2.445","75.6","18.26"
"390","BA","BH","Bahrain","2004","848126","7.967","760","1116","2.3387","75.86","17.79"
"391","BA","BH","Bahrain","2005","915968","7.437","760","1205.2","2.176","76.46","16.88"
"392","BA","BH","Bahrain","2006","984394","6.982","760","1295.3","1.9634","77.05","16.15"
"393","BA","BH","Bahrain","2007","1053581","6.61","760","1386.3","1.9981","77.87","15.08"
"394","BA","BH","Bahrain","2008","1107295","3.413","760","1457","1.9636","77.76","15.22"
"395","BA","BH","Bahrain","2009","1144371","3.178","760","1505.8","1.9363","77.9","14.99"
"396","BA","BH","Bahrain","2010","1180087","2.971","760","1552.7","1.9087","78.06","14.81"
"397","BA","BH","Bahrain","2011","1214703","2.813","760","1598.3","1.884","78.18","14.55"
"398","BA","BH","Bahrain","2012","1248334","2.651","760","1642.5","1.8594","78.33","14.36"
"399","BA","BH","Bahrain","2013","1281297","2.563","760","1685.9","1.833","78.48","14.11"
"400","BA","BH","Bahrain","2014","1314023","2.482","760","1729","1.8059","78.61","13.93"
"401","BG","BD","Bangladesh","1990","106098971","2.238","130170","815.1","4.57","56.34","157.33"
"402","BG","BD","Bangladesh","1991","108307424","2.006","130170","832","4.3611","54.21","161.42"
"403","BG","BD","Bangladesh","1992","110604795","2.072","130170","849.7","4.1852","58.57","140.88"
"404","BG","BD","Bangladesh","1993","112886613","2.013","130170","867.2","4.0447","59.83","131.92"
"405","BG","BD","Bangladesh","1994","115142278","1.945","130170","884.6","3.9044","61.03","123.56"
"406","BG","BD","Bangladesh","1995","117374090","1.895","130170","901.7","3.8034","62.18","115.76"
"407","BG","BD","Bangladesh","1996","119605451","1.871","130170","918.8","3.7471","63.28","108.48"
"408","BG","BD","Bangladesh","1997","121880765","1.897","130170","936.3","3.6908","64.33","101.69"
"409","BG","BD","Bangladesh","1998","124225950","1.914","130170","954.3","3.6344","65.34","95.35"
"410","BG","BD","Bangladesh","1999","126540775","1.779","130170","972.1","3.4372","66.31","89.43"
"411","BG","BD","Bangladesh","2000","128730802","1.653","130170","988.9","3.24","67.25","83.91"
"412","BG","BD","Bangladesh","2001","130837367","1.593","130170","1005.1","3.136","67.72","79.92"
"413","BG","BD","Bangladesh","2002","132887746","1.517","130170","1020.9","3.032","68.18","76.11"
"414","BG","BD","Bangladesh","2003","134865589","1.438","130170","1036.1","2.928","68.63","72.48"
"415","BG","BD","Bangladesh","2004","136763678","1.357","130170","1050.7","2.824","69.06","69.02"
"416","BG","BD","Bangladesh","2005","138574556","1.274","130170","1064.6","2.72","69.48","65.73"
"417","BG","BD","Bangladesh","2006","140316899","1.225","130170","1078","2.656","69.9","62.58"
"418","BG","BD","Bangladesh","2007","141908028","1.031","130170","1090.2","2.592","70.3","59.58"
"419","BG","BD","Bangladesh","2008","143350005","0.991","130170","1101.3","2.528","70.69","56.73"
"420","BG","BD","Bangladesh","2009","144899170","1.158","130170","1113.2","2.464","71.07","54.02"
"421","BG","BD","Bangladesh","2010","146553896","1.114","130170","1125.9","2.4","71.44","51.42"
"422","BG","BD","Bangladesh","2011","148179747","1.093","130170","1138.4","2.362","71.81","48.95"
"423","BG","BD","Bangladesh","2012","149790601","1.07","130170","1150.7","2.324","72.08","47.78"
"424","BG","BD","Bangladesh","2013","151383334","1.046","130170","1163","2.286","72.36","46.61"
"425","BG","BD","Bangladesh","2014","152955073","1.02","130170","1175","2.248","72.63","45.48"
"426","BB","BB","Barbados","1990","262442","0.395","430","610.3","1.931","72.78","19.13"
"427","BB","BB","Barbados","1991","263549","0.448","430","612.9","1.902","72.88","18.24"
"428","BB","BB","Barbados","1992","264858","0.543","430","615.9","1.8662","72.72","16.26"
"429","BB","BB","Barbados","1993","266013","0.328","430","618.6","1.7152","72.64","13.39"
"430","BB","BB","Barbados","1994","267013","0.422","430","621","1.6217","72.69","15.29"
"431","BB","BB","Barbados","1995","268131","0.412","430","623.6","1.6029","72.21","18.22"
"432","BB","BB","Barbados","1996","269373","0.512","430","626.4","1.6367","72.94","16.78"
"433","BB","BB","Barbados","1997","270749","0.507","430","629.6","1.6388","73.08","16.67"
"434","BB","BB","Barbados","1998","272125","0.506","430","632.8","1.6413","73.25","16.68"
"435","BB","BB","Barbados","1999","273503","0.505","430","636.1","1.6473","73.45","16.68"
"436","BB","BB","Barbados","2000","274880","0.499","430","639.3","1.6569","73.53","16.72"
"437","BB","BB","Barbados","2001","276308","0.537","430","642.6","1.6815","74.19","14.71"
"438","BB","BB","Barbados","2002","277849","0.575","430","646.2","1.7065","74.69","17.04"
"439","BB","BB","Barbados","2003","279428","0.559","430","649.8","1.7064","74.89","16.76"
"440","BB","BB","Barbados","2004","280969","0.542","430","653.4","1.7062","75.09","16.48"
"441","BB","BB","Barbados","2005","282477","0.529","430","656.9","1.7061","75.28","16.21"
"442","BB","BB","Barbados","2006","283962","0.519","430","660.4","1.706","75.48","15.95"
"443","BB","BB","Barbados","2007","285423","0.507","430","663.8","1.7058","75.67","15.7"
"444","BB","BB","Barbados","2008","286851","0.492","430","667.1","1.7057","75.86","15.43"
"445","BB","BB","Barbados","2009","288242","0.476","430","670.3","1.7056","76.05","15.18"
"446","BB","BB","Barbados","2010","289599","0.463","430","673.5","1.7054","76.24","14.94"
"447","BB","BB","Barbados","2011","290926","0.451","430","676.6","1.7053","76.43","14.7"
"448","BB","BB","Barbados","2012","292221","0.437","430","679.6","1.7052","76.62","14.46"
"449","BB","BB","Barbados","2013","293480","0.423","430","682.5","1.705","76.8","14.22"
"450","BB","BB","Barbados","2014","294700","0.407","430","685.3","1.7049","76.99","14"
"451","BO","BY","Belarus","1990","10200432","0.008","202900","50.3","1.911","70.92","14.9"
"452","BO","BY","Belarus","1991","10205137","0.084","202900","50.3","1.7996","70.39","15.16"
"453","BO","BY","Belarus","1992","10227558","0.354","202900","50.4","1.7566","70.1","15.31"
"454","BO","BY","Belarus","1993","10250139","0.087","202900","50.5","1.6151","69.09","15.09"
"455","BO","BY","Belarus","1994","10238044","-0.323","202900","50.5","1.5268","68.9","15.89"
"456","BO","BY","Belarus","1995","10204923","-0.325","202900","50.3","1.4001","68.49","16.12"
"457","BO","BY","Belarus","1996","10170664","-0.348","202900","50.1","1.3289","68.69","15.53"
"458","BO","BY","Belarus","1997","10128530","-0.483","202900","49.9","1.2445","68.53","15.04"
"459","BO","BY","Belarus","1998","10091728","-0.245","202900","49.7","1.286","68.4","14.48"
"460","BO","BY","Belarus","1999","10063643","-0.313","202900","49.6","1.2856","68.06","14.84"
"461","BO","BY","Belarus","2000","10033392","-0.289","202900","49.4","1.2892","69.06","12.31"
"462","BO","BY","Belarus","2001","9999484","-0.388","202900","49.3","1.2557","68.65","11.54"
"463","BO","BY","Belarus","2002","9954884","-0.507","202900","49.1","1.21","68.23","10.81"
"464","BO","BY","Belarus","2003","9904905","-0.5","202900","48.8","1.1973","68.72","9.9"
"465","BO","BY","Belarus","2004","9855646","-0.497","202900","48.6","1.1937","69.17","9.15"
"466","BO","BY","Belarus","2005","9806451","-0.504","202900","48.3","1.2089","69.14","9.19"
"467","BO","BY","Belarus","2006","9763711","-0.37","202900","48.1","1.2873","69.59","8.45"
"468","BO","BY","Belarus","2007","9733326","-0.254","202900","48","1.3775","70.59","7.11"
"469","BO","BY","Belarus","2008","9712051","-0.184","202900","47.9","1.4332","70.78","6"
"470","BO","BY","Belarus","2009","9696331","-0.14","202900","47.8","1.4535","70.82","6.23"
"471","BO","BY","Belarus","2010","9680067","-0.196","202900","47.7","1.4425","70.77","6.25"
"472","BO","BY","Belarus","2011","9661277","-0.193","202900","47.6","1.4482","71.09","6.16"
"473","BO","BY","Belarus","2012","9642669","-0.193","202900","47.5","1.454","71.39","6.04"
"474","BO","BY","Belarus","2013","9623929","-0.196","202900","47.4","1.4597","71.69","5.96"
"475","BO","BY","Belarus","2014","9604682","-0.204","202900","47.3","1.4654","71.99","5.86"
"476","BE","BE","Belgium","1990","9969310","","30278","329.3","","",""
"477","BE","BE","Belgium","1991","10004487","0.358","30278","330.4","1.6564","76.14","8.42"
"478","BE","BE","Belgium","1992","10045622","0.462","30278","331.8","1.6488","76.37","8.26"
"479","BE","BE","Belgium","1993","10085426","0.329","30278","333.1","1.6063","76.37","7.93"
"480","BE","BE","Belgium","1994","10122914","0.413","30278","334.3","1.5474","76.68","7.43"
"481","BE","BE","Belgium","1995","10155459","0.229","30278","335.4","1.544","76.78","7.28"
"482","BE","BE","Belgium","1996","10178934","0.232","30278","336.2","1.5686","77.15","6.13"
"483","BE","BE","Belgium","1997","10199787","0.177","30278","336.9","1.5947","77.31","6.5"
"484","BE","BE","Belgium","1998","10217030","0.161","30278","337.4","1.5936","77.41","6.36"
"485","BE","BE","Belgium","1999","10235655","0.203","30278","338.1","1.6026","77.61","5.99"
