"Row","FIPS","GENC","Country/Area Name","Year","Population","Annual Growth Rate %","Area (sq km)","Density (per sq km)","Total Fertility Rate","Life Expectancy at Birth","Under-5 Mortality Rate"
"1651","FO","FO","Faroe Islands","1990","47439","","1393","34.1","","",""
"1652","FO","FO","Faroe Islands","1991","47571","","1393","34.2","","",""
"1653","FO","FO","Faroe Islands","1992","47780","","1393","34.3","","",""
"1654","FO","FO","Faroe Islands","1993","46085","","1393","33.1","","",""
"1655","FO","FO","Faroe Islands","1994","44504","-3.636","1393","31.9","2.3795","78.08","10.29"
"1656","FO","FO","Faroe Islands","1995","43537","-0.728","1393","31.3","2.4245","77.89","10.57"
"1657","FO","FO","Faroe Islands","1996","43590","0.973","1393","31.3","2.578","77.52","10.98"
"1658","FO","FO","Faroe Islands","1997","44048","1.115","1393","31.6","2.492","77.9","10.67"
"1659","FO","FO","Faroe Islands","1998","44560","1.196","1393","32","2.323","78.1","10.36"
"1660","FO","FO","Faroe Islands","1999","45115","1.277","1393","32.4","2.3265","77.64","10.69"
"1661","FO","FO","Faroe Islands","2000","45793","1.706","1393","32.9","2.5685","79.29","9.11"
"1662","FO","FO","Faroe Islands","2001","46589","1.745","1393","33.4","2.311","79.41","9.02"
"1663","FO","FO","Faroe Islands","2002","47348","1.489","1393","34","2.548","78.81","9.54"
"1664","FO","FO","Faroe Islands","2003","47953","1.053","1393","34.4","2.5245","78.7","9.66"
"1665","FO","FO","Faroe Islands","2004","48289","0.344","1393","34.7","2.584","79.63","8.77"
"1666","FO","FO","Faroe Islands","2005","48306","-0.271","1393","34.7","2.622","78.75","9.58"
"1667","FO","FO","Faroe Islands","2006","48321","0.331","1393","34.7","2.473","79.02","9.41"
"1668","FO","FO","Faroe Islands","2007","48487","0.357","1393","34.8","2.4616","79.06","9.34"
"1669","FO","FO","Faroe Islands","2008","48664","0.374","1393","34.9","2.4501","79.2","9.2"
"1670","FO","FO","Faroe Islands","2009","48852","0.395","1393","35.1","2.4387","79.34","9.09"
"1671","FO","FO","Faroe Islands","2010","49052","0.422","1393","35.2","2.4273","79.48","8.97"
"1672","FO","FO","Faroe Islands","2011","49261","0.426","1393","35.4","2.4158","79.62","8.84"
"1673","FO","FO","Faroe Islands","2012","49476","0.443","1393","35.5","2.4044","79.75","8.72"
"1674","FO","FO","Faroe Islands","2013","49701","0.463","1393","35.7","2.393","79.89","8.6"
"1675","FO","FO","Faroe Islands","2014","49938","0.489","1393","35.8","2.3815","80.02","8.48"
"1676","FJ","FJ","Fiji","1990","739640","0.885","18274","40.5","3.28","64.52","38.18"
"1677","FJ","FJ","Fiji","1991","746198","0.88","18274","40.8","3.273","64.87","37.22"
"1678","FJ","FJ","Fiji","1992","752772","0.874","18274","41.2","3.2678","65.21","36.26"
"1679","FJ","FJ","Fiji","1993","759357","0.868","18274","41.6","3.2635","65.55","35.35"
"1680","FJ","FJ","Fiji","1994","765945","0.86","18274","41.9","3.2576","65.89","34.43"
"1681","FJ","FJ","Fiji","1995","772528","0.852","18274","42.3","3.2481","66.22","33.55"
"1682","FJ","FJ","Fiji","1996","778888","0.788","18274","42.6","3.1668","66.55","32.7"
"1683","FJ","FJ","Fiji","1997","785590","0.925","18274","43","3.071","66.88","31.86"
"1684","FJ","FJ","Fiji","1998","792657","0.867","18274","43.4","2.968","67.21","31.04"
"1685","FJ","FJ","Fiji","1999","799025","0.734","18274","43.7","2.7752","67.53","30.25"
"1686","FJ","FJ","Fiji","2000","804864","0.722","18274","44","2.7271","67.85","29.49"
"1687","FJ","FJ","Fiji","2001","810646","0.709","18274","44.4","2.68","68.17","28.73"
"1688","FJ","FJ","Fiji","2002","816577","0.748","18274","44.7","2.6936","68.48","28"
"1689","FJ","FJ","Fiji","2003","823078","0.837","18274","45","2.7676","68.79","27.31"
"1690","FJ","FJ","Fiji","2004","829715","0.769","18274","45.4","2.6655","69.1","26.6"
"1691","FJ","FJ","Fiji","2005","836445","0.846","18274","45.8","2.7328","69.41","25.95"
"1692","FJ","FJ","Fiji","2006","843827","0.911","18274","46.2","2.7949","69.71","25.28"
"1693","FJ","FJ","Fiji","2007","851993","1.015","18274","46.6","2.9047","70.02","24.64"
"1694","FJ","FJ","Fiji","2008","860394","0.948","18274","47.1","2.8198","70.32","24.03"
"1695","FJ","FJ","Fiji","2009","868302","0.882","18274","47.5","2.7349","70.61","23.43"
"1696","FJ","FJ","Fiji","2010","875701","0.815","18274","47.9","2.65","70.91","22.84"
"1697","FJ","FJ","Fiji","2011","882747","0.787","18274","48.3","2.614","71.2","22.27"
"1698","FJ","FJ","Fiji","2012","889592","0.758","18274","48.7","2.578","71.49","21.69"
"1699","FJ","FJ","Fiji","2013","896215","0.726","18274","49","2.542","71.78","21.17"
"1700","FJ","FJ","Fiji","2014","902596","0.693","18274","49.4","2.506","72.06","20.62"
"1701","FI","FI","Finland","1990","4986431","","303815","16.4","","",""
"1702","FI","FI","Finland","1991","5013786","0.581","303815","16.5","1.7939","75.25","6.93"
"1703","FI","FI","Finland","1992","5041039","0.504","303815","16.6","1.8471","75.45","5.9"
"1704","FI","FI","Finland","1993","5064846","0.439","303815","16.7","1.8137","75.72","5.34"
"1705","FI","FI","Finland","1994","5086044","0.397","303815","16.7","1.8476","76.4","5.57"
"1706","FI","FI","Finland","1995","5104654","0.334","303815","16.8","1.8083","76.42","4.86"
"1707","FI","FI","Finland","1996","5120310","0.279","303815","16.9","1.7656","76.68","4.68"
"1708","FI","FI","Finland","1997","5134406","0.271","303815","16.9","1.7488","76.91","4.81"
"1709","FI","FI","Finland","1998","5146983","0.218","303815","16.9","1.7036","77.1","4.79"
"1710","FI","FI","Finland","1999","5158097","0.213","303815","17","1.7385","77.29","4.49"
"1711","FI","FI","Finland","2000","5168595","0.193","303815","17","1.7369","77.49","4.55"
"1712","FI","FI","Finland","2001","5180309","0.259","303815","17.1","1.737","77.89","4.44"
"1713","FI","FI","Finland","2002","5192708","0.219","303815","17.1","1.7251","78.1","3.65"
"1714","FI","FI","Finland","2003","5205082","0.257","303815","17.1","1.7673","78.41","3.98"
"1715","FI","FI","Finland","2004","5220193","0.322","303815","17.2","1.8086","78.7","4.17"
"1716","FI","FI","Finland","2005","5238011","0.359","303815","17.2","1.8106","78.87","4.15"
"1717","FI","FI","Finland","2006","5257972","0.402","303815","17.3","1.8436","79.27","3.38"
"1718","FI","FI","Finland","2007","5280151","0.44","303815","17.4","1.8344","79.28","3.53"
"1719","FI","FI","Finland","2008","5304716","0.488","303815","17.5","1.8519","79.62","3.36"
"1720","FI","FI","Finland","2009","5330210","0.471","303815","17.5","1.8699","79.78","3.06"
"1721","FI","FI","Finland","2010","5354669","0.445","303815","17.6","1.8763","79.91","2.94"
"1722","FI","FI","Finland","2011","5379679","0.487","303815","17.7","1.8336","80.32","3"
"1723","FI","FI","Finland","2012","5405387","0.467","303815","17.8","1.8067","80.42","2.78"
"1724","FI","FI","Finland","2013","5430351","0.455","303815","17.9","1.7531","80.72","2.71"
"1725","FI","FI","Finland","2014","5454465","0.431","303815","18","1.7512","80.82","2.7"
"1726","FR","FR","France","1990","58254893","0.59","640427","91","1.8092","76.67","9.45"
"1727","FR","FR","France","1991","58604021","0.599","640427","91.5","1.7968","76.88","9.28"
"1728","FR","FR","France","1992","58953070","0.581","640427","92.1","1.7584","77.16","8.64"
"1729","FR","FR","France","1993","59267111","0.473","640427","92.5","1.6859","77.22","8.24"
"1730","FR","FR","France","1994","59546489","0.458","640427","93","1.6878","77.64","7.68"
"1731","FR","FR","France","1995","59821005","0.452","640427","93.4","1.7357","77.71","7.4"
"1732","FR","FR","France","1996","60092497","0.443","640427","93.8","1.7528","77.94","6.57"
"1733","FR","FR","France","1997","60362851","0.444","640427","94.3","1.7458","78.29","6.5"
"1734","FR","FR","France","1998","60640400","0.463","640427","94.7","1.7726","78.42","6.43"
"1735","FR","FR","France","1999","60931519","0.484","640427","95.1","1.7995","78.46","6.4"
"1736","FR","FR","France","2000","61251229","0.552","640427","95.6","1.8822","78.72","6.25"
"1737","FR","FR","France","2001","61601432","0.579","640427","96.2","1.8885","79.24","6.05"
"1738","FR","FR","France","2002","61958793","0.57","640427","96.7","1.8796","79.44","5.56"
"1739","FR","FR","France","2003","62306784","0.543","640427","97.3","1.8938","79.5","5.56"
"1740","FR","FR","France","2004","62673046","0.622","640427","97.9","1.9239","80.2","5.38"
"1741","FR","FR","France","2005","63054116","0.584","640427","98.5","1.9519","80.2","5.02"
"1742","FR","FR","France","2006","63451017","0.665","640427","99.1","2.017","80.66","4.82"
"1743","FR","FR","France","2007","63846797","0.574","640427","99.7","2.0099","80.92","4.86"
"1744","FR","FR","France","2008","64213993","0.568","640427","100.3","2.0416","80.99","4.89"
"1745","FR","FR","France","2009","64573487","0.543","640427","100.8","2.0503","81.13","4.87"
"1746","FR","FR","France","2010","64934209","0.566","640427","101.4","2.0824","81.49","4.7"
"1747","FR","FR","France","2011","65294831","0.537","640427","102","2.0818","81.56","4.65"
"1748","FR","FR","France","2012","65638922","0.509","640427","102.5","2.0812","81.63","4.59"
"1749","FR","FR","France","2013","65966626","0.482","640427","103","2.0803","81.7","4.55"
"1750","FR","FR","France","2014","66278308","0.456","640427","103.5","2.0793","81.77","4.51"
"1751","FP","PF","French Polynesia","1990","199524","1.926","3827","52.1","3.3532","70.34","27.94"
"1752","FP","PF","French Polynesia","1991","203260","1.785","3827","53.1","3.1896","70.15","28.79"
"1753","FP","PF","French Polynesia","1992","206825","1.692","3827","54","3.0802","70.01","29.23"
"1754","FP","PF","French Polynesia","1993","210318","1.657","3827","55","3.0222","70.37","26.7"
"1755","FP","PF","French Polynesia","1994","213680","1.516","3827","55.8","2.8593","70.4","26.15"
"1756","FP","PF","French Polynesia","1995","216845","1.425","3827","56.7","2.7239","71.22","23.36"
"1757","FP","PF","French Polynesia","1996","219860","1.338","3827","57.4","2.5931","72.06","24.54"
"1758","FP","PF","French Polynesia","1997","223394","1.847","3827","58.4","2.5714","72.44","22.69"
"1759","FP","PF","French Polynesia","1998","227450","1.753","3827","59.4","2.4599","72.88","22.3"
"1760","FP","PF","French Polynesia","1999","231570","1.837","3827","60.5","2.5616","73.35","19.95"
"1761","FP","PF","French Polynesia","2000","235866","1.84","3827","61.6","2.5733","73.71","19.73"
"1762","FP","PF","French Polynesia","2001","240096","1.716","3827","62.7","2.5039","72.23","21.86"
"1763","FP","PF","French Polynesia","2002","244184","1.661","3827","63.8","2.4144","73.24","20.13"
"1764","FP","PF","French Polynesia","2003","247753","1.244","3827","64.7","2.259","73.74","19.65"
"1765","FP","PF","French Polynesia","2004","250797","1.198","3827","65.5","2.2027","74.15","17.22"
"1766","FP","PF","French Polynesia","2005","253764","1.155","3827","66.3","2.1957","73.38","19.67"
"1767","FP","PF","French Polynesia","2006","256803","1.225","3827","67.1","2.233","74.82","18.7"
"1768","FP","PF","French Polynesia","2007","259838","1.125","3827","67.9","2.1386","74.64","18.71"
"1769","FP","PF","French Polynesia","2008","262881","1.203","3827","68.7","2.2043","75.6","16.36"
"1770","FP","PF","French Polynesia","2009","265919","1.095","3827","69.5","2.08","75.8","16.03"
"1771","FP","PF","French Polynesia","2010","268808","1.066","3827","70.2","2.05","76.01","15.73"
"1772","FP","PF","French Polynesia","2011","271653","1.04","3827","71","2.024","76.21","15.42"
"1773","FP","PF","French Polynesia","2012","274454","1.012","3827","71.7","1.998","76.41","15.14"
"1774","FP","PF","French Polynesia","2013","277207","0.984","3827","72.4","1.972","76.61","14.84"
"1775","FP","PF","French Polynesia","2014","279909","0.956","3827","73.1","1.946","76.8","14.57"
"1776","GB","GA","Gabon","1990","954203","","257667","3.7","","",""
"1777","GB","GA","Gabon","1991","977721","","257667","3.8","","",""
"1778","GB","GA","Gabon","1992","986367","","257667","3.8","","",""
"1779","GB","GA","Gabon","1993","1033079","2.768","257667","4","5.116","60.24","97.95"
"1780","GB","GA","Gabon","1994","1049633","0.43","257667","4.1","4.9658","60.1","97.34"
"1781","GB","GA","Gabon","1995","1059272","1.394","257667","4.1","4.8157","59.96","96.73"
"1782","GB","GA","Gabon","1996","1079210","2.327","257667","4.2","4.6655","59.8","96.13"
"1783","GB","GA","Gabon","1997","1104453","2.298","257667","4.3","4.5153","59.64","95.53"
"1784","GB","GA","Gabon","1998","1129989","2.274","257667","4.4","4.3652","59.46","94.94"
"1785","GB","GA","Gabon","1999","1162625","3.404","257667","4.5","4.215","59.27","94.35"
"1786","GB","GA","Gabon","2000","1198880","2.747","257667","4.7","4.2045","59.06","93.78"
"1787","GB","GA","Gabon","2001","1228190","2.091","257667","4.8","4.1941","59.06","91.74"
"1788","GB","GA","Gabon","2002","1254964","2.22","257667","4.9","4.1836","59.03","89.75"
"1789","GB","GA","Gabon","2003","1283233","2.235","257667","5","4.1732","59.49","87.2"
"1790","GB","GA","Gabon","2004","1319661","3.348","257667","5.1","4.1627","59.94","84.74"
"1791","GB","GA","Gabon","2005","1362645","3.067","257667","5.3","4.1523","60.39","82.32"
"1792","GB","GA","Gabon","2006","1407901","3.461","257667","5.5","4.1418","60.82","79.99"
"1793","GB","GA","Gabon","2007","1458607","3.612","257667","5.7","4.1314","61.25","77.71"
"1794","GB","GA","Gabon","2008","1512483","3.641","257667","5.9","4.1209","61.67","75.5"
"1795","GB","GA","Gabon","2009","1568722","3.66","257667","6.1","4.1105","62.08","73.36"
"1796","GB","GA","Gabon","2010","1627676","3.717","257667","6.3","4.1","62.48","71.26"
"1797","GB","GA","Gabon","2011","1684612","3.169","257667","6.5","3.98","63.29","68.07"
"1798","GB","GA","Gabon","2012","1743383","3.68","257667","6.8","3.86","64.05","65"
"1799","GB","GA","Gabon","2013","1808969","3.704","257667","7","3.8","64.79","62.09"
"1800","GB","GA","Gabon","2014","1874420","3.409","257667","7.3","3.74","65.48","59.3"
"1801","GA","GM","Gambia, The","1990","954461","4.197","10120","94.3","6.52","53.67","167.31"
"1802","GA","GM","Gambia, The","1991","995346","4.191","10120","98.4","6.4773","54.29","161.07"
"1803","GA","GM","Gambia, The","1992","1037925","4.186","10120","102.6","6.4346","54.88","155.07"
"1804","GA","GM","Gambia, The","1993","1080666","3.89","10120","106.8","6.392","55.46","149.28"
"1805","GA","GM","Gambia, The","1994","1121869","3.598","10120","110.9","6.3618","56.03","143.72"
"1806","GA","GM","Gambia, The","1995","1161378","3.328","10120","114.8","6.3317","56.59","138.37"
"1807","GA","GM","Gambia, The","1996","1199132","3.074","10120","118.5","6.3015","57.13","133.22"
"1808","GA","GM","Gambia, The","1997","1235060","2.833","10120","122","6.2713","57.66","128.27"
"1809","GA","GM","Gambia, The","1998","1269095","2.606","10120","125.4","6.2412","58.18","123.5"
"1810","GA","GM","Gambia, The","1999","1301165","2.387","10120","128.6","6.211","58.68","118.93"
"1811","GA","GM","Gambia, The","2000","1331165","2.174","10120","131.5","6.1808","59.17","114.53"
"1812","GA","GM","Gambia, The","2001","1361416","2.319","10120","134.5","6.1507","59.64","109.98"
"1813","GA","GM","Gambia, The","2002","1394302","2.453","10120","137.8","6.1205","60.09","105.64"
"1814","GA","GM","Gambia, The","2003","1429853","2.58","10120","141.3","6.0903","60.53","101.49"
"1815","GA","GM","Gambia, The","2004","1468112","2.699","10120","145.1","6.0602","60.96","97.5"
"1816","GA","GM","Gambia, The","2005","1509112","2.808","10120","149.1","6.03","61.38","93.69"
"1817","GA","GM","Gambia, The","2006","1552615","2.874","10120","153.4","5.918","61.78","90.05"
"1818","GA","GM","Gambia, The","2007","1598384","2.935","10120","157.9","5.806","62.18","86.54"
"1819","GA","GM","Gambia, The","2008","1646454","2.99","10120","162.7","5.694","62.56","83.21"
"1820","GA","GM","Gambia, The","2009","1696855","3.04","10120","167.7","5.582","62.93","80.01"
"1821","GA","GM","Gambia, The","2010","1749619","3.084","10120","172.9","5.47","63.3","76.93"
"1822","GA","GM","Gambia, The","2011","1803765","3.013","10120","178.2","5.329","63.61","75.27"
"1823","GA","GM","Gambia, The","2012","1858289","2.944","10120","183.6","5.188","63.93","73.64"
"1824","GA","GM","Gambia, The","2013","1913150","2.876","10120","189","5.047","64.24","72.05"
"1825","GA","GM","Gambia, The","2014","1968298","2.808","10120","194.5","4.906","64.54","70.5"
"1826","GZ","XG","Gaza Strip","1990","645133","","360","1792","","",""
"1827","GZ","XG","Gaza Strip","1991","679869","","360","1888.5","","",""
"1828","GZ","XG","Gaza Strip","1992","719081","","360","1997.4","","",""
"1829","GZ","XG","Gaza Strip","1993","761408","","360","2115","","",""
"1830","GZ","XG","Gaza Strip","1994","817688","","360","2271.4","","",""
"1831","GZ","XG","Gaza Strip","1995","885169","","360","2458.8","","",""
"1832","GZ","XG","Gaza Strip","1996","950388","","360","2640","","",""
"1833","GZ","XG","Gaza Strip","1997","1018271","3.621","360","2828.5","6.2","70.08","33.9"
"1834","GZ","XG","Gaza Strip","1998","1056039","3.662","360","2933.4","6.2","70.28","33.07"
"1835","GZ","XG","Gaza Strip","1999","1092595","3.152","360","3035","6.2","70.48","32.25"
"1836","GZ","XG","Gaza Strip","2000","1127829","3.194","360","3132.9","6.2","70.67","31.45"
"1837","GZ","XG","Gaza Strip","2001","1163170","2.98","360","3231","6.2","70.87","30.69"
"1838","GZ","XG","Gaza Strip","2002","1198617","3.023","360","3329.5","6.2","71.06","29.93"
"1839","GZ","XG","Gaza Strip","2003","1234166","2.825","360","3428.2","6.2","71.25","29.21"
"1840","GZ","XG","Gaza Strip","2004","1269814","2.869","360","3527.3","6.2","71.44","28.49"
"1841","GZ","XG","Gaza Strip","2005","1305570","2.687","360","3626.6","6.2","71.63","27.78"
"1842","GZ","XG","Gaza Strip","2006","1341475","2.738","360","3726.3","6.2","71.81","27.1"
"1843","GZ","XG","Gaza Strip","2007","1377597","2.578","360","3826.7","6.2","72","26.43"
"1844","GZ","XG","Gaza Strip","2008","1416554","2.993","360","3934.9","5.95","69.75","28.45"
"1845","GZ","XG","Gaza Strip","2009","1459404","2.967","360","4053.9","5.7","72.37","25.16"
"1846","GZ","XG","Gaza Strip","2010","1502519","2.857","360","4173.7","5.45","72.57","24.47"
"1847","GZ","XG","Gaza Strip","2011","1545201","2.746","360","4292.2","5.2","72.77","23.8"
"1848","GZ","XG","Gaza Strip","2012","1587311","2.633","360","4409.2","4.95","72.97","23.15"
"1849","GZ","XG","Gaza Strip","2013","1629166","2.573","360","4525.5","4.7862","73.16","22.51"
"1850","GZ","XG","Gaza Strip","2014","1670119","2.394","360","4639.2","4.6225","69.97","25.55"
"1851","GG","GE","Georgia","1990","5431164","0.681","69700","77.9","2.3254","71.37","34.3"
"1852","GG","GE","Georgia","1991","5430453","-0.708","69700","77.9","2.3094","71.11","36.49"
"1853","GG","GE","Georgia","1992","5371193","-1.491","69700","77.1","2.2449","70.8","38.29"
"1854","GG","GE","Georgia","1993","5268584","-2.375","69700","75.6","1.9615","71.18","40.2"
"1855","GG","GE","Georgia","1994","5145842","-2.339","69700","73.8","1.8876","71.82","41.7"
"1856","GG","GE","Georgia","1995","5041416","-1.755","69700","72.3","1.9103","72.83","41.27"
"1857","GG","GE","Georgia","1996","4965838","-1.262","69700","71.2","1.8444","74.33","39.91"
"1858","GG","GE","Georgia","1997","4916657","-0.726","69700","70.5","1.7966","73.66","37.97"
"1859","GG","GE","Georgia","1998","4882649","-0.662","69700","70.1","1.7252","73.52","35.57"
"1860","GG","GE","Georgia","1999","4852143","-0.591","69700","69.6","1.7743","73.8","33.17"
"1861","GG","GE","Georgia","2000","4818805","-0.788","69700","69.1","1.5901","74.04","30.93"
"1862","GG","GE","Georgia","2001","4793253","-0.274","69700","68.8","1.5508","74.4","29.63"
"1863","GG","GE","Georgia","2002","4774895","-0.494","69700","68.5","1.6124","72.45","28.39"
"1864","GG","GE","Georgia","2003","4750669","-0.523","69700","68.2","1.5252","73.21","27.51"
"1865","GG","GE","Georgia","2004","4742862","0.195","69700","68","1.6561","72.82","26.35"
"1866","GG","GE","Georgia","2005","4790009","1.776","69700","68.7","1.5135","74.84","24.03"
"1867","GG","GE","Georgia","2006","4830793","-0.072","69700","69.3","1.5235","74.89","23.02"
"1868","GG","GE","Georgia","2007","4824432","-0.191","69700","69.2","1.5639","75.52","22.19"
"1869","GG","GE","Georgia","2008","4823790","0.165","69700","69.2","1.7882","75.13","22.08"
"1870","GG","GE","Georgia","2009","4855888","1.158","69700","69.7","1.9926","74.71","21.65"
"1871","GG","GE","Georgia","2010","4902939","0.772","69700","70.3","1.9528","74.89","20.72"
"1872","GG","GE","Georgia","2011","4938340","0.667","69700","70.9","1.7984","74.94","20.01"
"1873","GG","GE","Georgia","2012","4950269","-0.184","69700","71","1.7695","75.27","19.51"
"1874","GG","GE","Georgia","2013","4942158","-0.144","69700","70.9","1.7677","75.49","19.17"
"1875","GG","GE","Georgia","2014","4935889","-0.11","69700","70.8","1.7658","75.71","18.83"
"1876","GM","DE","Germany","1990","79380394","","348672","227.7","","",""
"1877","GM","DE","Germany","1991","79984244","0.652","348672","229.4","1.3262","75.34","8.13"
"1878","GM","DE","Germany","1992","80597764","0.876","348672","231.2","1.2889","75.86","7.55"
"1879","GM","DE","Germany","1993","81132272","0.448","348672","232.7","1.2701","75.89","7.28"
"1880","GM","DE","Germany","1994","81414164","0.246","348672","233.5","1.2322","76.23","6.91"
"1881","GM","DE","Germany","1995","81653702","0.341","348672","234.2","1.2372","76.41","6.67"
"1882","GM","DE","Germany","1996","81890667","0.239","348672","234.9","1.3035","76.64","6.15"
"1883","GM","DE","Germany","1997","82011073","0.055","348672","235.2","1.352","77.1","5.95"
"1884","GM","DE","Germany","1998","82023672","-0.025","348672","235.2","1.3374","77.41","5.6"
"1885","GM","DE","Germany","1999","82074778","0.149","348672","235.4","1.3441","77.6","5.49"
"1886","GM","DE","Germany","2000","82183670","0.116","348672","235.7","1.3679","77.99","5.32"
"1887","GM","DE","Germany","2001","82320660","0.217","348672","236.1","1.3361","78.31","5.21"
"1888","GM","DE","Germany","2002","82458415","0.117","348672","236.5","1.3303","78.37","5.18"
"1889","GM","DE","Germany","2003","82504552","-0.006","348672","236.6","1.3304","78.43","5.19"
"1890","GM","DE","Germany","2004","82487209","-0.036","348672","236.6","1.3509","79.14","5.05"
"1891","GM","DE","Germany","2005","82439417","-0.079","348672","236.4","1.3346","79.26","4.78"
"1892","GM","DE","Germany","2006","82346364","-0.146","348672","236.2","1.3276","79.32","4.67"
"1893","GM","DE","Germany","2007","82236860","-0.12","348672","235.9","1.3682","79.83","4.66"
"1894","GM","DE","Germany","2008","82065369","-0.298","348672","235.4","1.3824","79.62","4.43"
"1895","GM","DE","Germany","2009","81854784","-0.216","348672","234.8","1.3633","80.06","4.3"
"1896","GM","DE","Germany","2010","81751319","-0.037","348672","234.5","1.4005","80.24","4.25"
"1897","GM","DE","Germany","2011","81759269","0.057","348672","234.5","1.374","80.57","4.15"
"1898","GM","DE","Germany","2012","81862920","0.197","348672","234.8","1.3972","80.76","4.09"
"1899","GM","DE","Germany","2013","82056877","0.276","348672","235.3","1.4118","80.74","4.09"
"1900","GM","DE","Germany","2014","82375634","0.498","348672","236.3","1.473","81.32","3.93"
"1901","GH","GH","Ghana","1990","14841068","2.716","227533","65.2","5.5382","55.74","129.37"
"1902","GH","GH","Ghana","1991","15244903","2.654","227533","67","5.3829","56.3","124.86"
"1903","GH","GH","Ghana","1992","15651777","2.614","227533","68.8","5.2275","56.85","120.49"
"1904","GH","GH","Ghana","1993","16128881","3.379","227533","70.9","5.0721","57.38","116.28"
"1905","GH","GH","Ghana","1994","16590486","2.279","227533","72.9","4.9167","57.62","113.61"
"1906","GH","GH","Ghana","1995","16970765","2.253","227533","74.6","4.9079","57.85","111"
"1907","GH","GH","Ghana","1996","17350169","2.169","227533","76.3","4.899","58.08","108.45"
"1908","GH","GH","Ghana","1997","17747204","2.353","227533","78","4.8902","58.3","105.95"
"1909","GH","GH","Ghana","1998","18171536","2.372","227533","79.9","4.8813","58.51","103.51"
"1910","GH","GH","Ghana","1999","18609170","2.387","227533","81.8","4.7928","58.72","101.12"
"1911","GH","GH","Ghana","2000","19056763","2.366","227533","83.8","4.7042","58.92","98.79"
"1912","GH","GH","Ghana","2001","19526689","2.504","227533","85.8","4.6156","59.47","95.43"
"1913","GH","GH","Ghana","2002","20032559","2.61","227533","88","4.5271","60.01","92.17"
"1914","GH","GH","Ghana","2003","20556598","2.555","227533","90.3","4.4385","60.54","89.04"
"1915","GH","GH","Ghana","2004","21086078","2.531","227533","92.7","4.4142","61.06","86.01"
"1916","GH","GH","Ghana","2005","21633674","2.596","227533","95.1","4.3898","61.57","83.07"
"1917","GH","GH","Ghana","2006","22201009","2.582","227533","97.6","4.3655","62.07","80.23"
"1918","GH","GH","Ghana","2007","22781416","2.58","227533","100.1","4.3412","62.56","77.51"
"1919","GH","GH","Ghana","2008","23368584","2.511","227533","102.7","4.3168","63.04","74.86"
"1920","GH","GH","Ghana","2009","23973904","2.603","227533","105.4","4.2925","63.5","72.32"
"1921","GH","GH","Ghana","2010","24608905","2.625","227533","108.2","4.269","63.96","69.86"
"1922","GH","GH","Ghana","2011","25269204","2.669","227533","111.1","4.2455","64.5","66.55"
"1923","GH","GH","Ghana","2012","25944002","2.602","227533","114","4.222","65.03","63.4"
"1924","GH","GH","Ghana","2013","26635950","2.661","227533","117.1","4.1985","65.53","60.41"
"1925","GH","GH","Ghana","2014","27349575","2.627","227533","120.2","4.175","66.03","57.58"
"1926","GI","GI","Gibraltar","1990","29107","-9.578","7","4158.1","2.57","73.61","13.42"
"1927","GI","GI","Gibraltar","1991","28101","2.758","7","4014.4","2.92","74.35","12.66"
"1928","GI","GI","Gibraltar","1992","28089","-2.841","7","4012.7","2.99","77.05","9.89"
"1929","GI","GI","Gibraltar","1993","27217","-3.472","7","3888.1","2.92","73.5","13.52"
"1930","GI","GI","Gibraltar","1994","26776","0.232","7","3825.1","2.99","73.87","13.09"
"1931","GI","GI","Gibraltar","1995","26764","-0.318","7","3823.4","2.6","76.69","10.22"
"1932","GI","GI","Gibraltar","1996","26775","0.4","7","3825","2.72","76.02","10.84"
"1933","GI","GI","Gibraltar","1997","26745","-0.624","7","3820.7","2.66","74.2","12.79"
"1934","GI","GI","Gibraltar","1998","26751","0.673","7","3821.6","2.58","73.97","12.99"
"1935","GI","GI","Gibraltar","1999","26755","-0.643","7","3822.1","2.4","73.57","13.49"
"1936","GI","GI","Gibraltar","2000","27273","4.429","7","3896.1","2.49","74.4","12.5"
"1937","GI","GI","Gibraltar","2001","28017","1.003","7","4002.4","2.19","75.4","11.46"
"1938","GI","GI","Gibraltar","2002","28201","0.305","7","4028.7","2.14","75.99","10.91"
"1939","GI","GI","Gibraltar","2003","28315","0.494","7","4045","2.02","76.59","10.31"
"1940","GI","GI","Gibraltar","2004","28383","-0.018","7","4054.7","2.2","76.47","10.43"
"1941","GI","GI","Gibraltar","2005","28417","0.26","7","4059.6","2.18","76.46","10.57"
"1942","GI","GI","Gibraltar","2006","28468","0.098","7","4066.9","1.92","77.51","9.59"
"1943","GI","GI","Gibraltar","2007","28522","0.284","7","4074.6","2.02","79.26","8.22"
"1944","GI","GI","Gibraltar","2008","28603","0.287","7","4086.1","2.0123","79.32","8.16"
"1945","GI","GI","Gibraltar","2009","28685","0.282","7","4097.9","2.0047","79.39","8.09"
"1946","GI","GI","Gibraltar","2010","28764","0.268","7","4109.1","1.997","79.45","8.03"
"1947","GI","GI","Gibraltar","2011","28840","0.26","7","4120","1.9893","79.51","7.97"
"1948","GI","GI","Gibraltar","2012","28916","0.263","7","4130.9","1.9816","79.57","7.91"
"1949","GI","GI","Gibraltar","2013","28992","0.259","7","4141.7","1.974","79.63","7.87"
"1950","GI","GI","Gibraltar","2014","29066","0.248","7","4152.3","1.9663","79.68","7.82"
